Category Display Name,Attribute Display Name,Category Name,Attribute Name,Data Type,Input/Output,Description
Instrument Reference,Instrument Identifier,instrumentReference,instrumentIdentifier,String,Input-Required,"An identifier to uniquely identify each instrument. Each instrument must have one instrument identifier. This value will not change over time and cannot be used as the instrument identifier for any other instrument. For reinsurance receivable, this value is the treaty identifier. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information."
Instrument Reference,Facility Identifier,instrumentReference,facilityIdentifier,String,Input-Conditional,"The instrument identifier that links the line of credit and its draws. If the instrument is the Line of Credit, this value is the same as its instrument identifier. This is marked as conditional as this is required for line of credit or loans drawn from a line of credit."
Instrument Reference,Loan/Property Group,instrumentReference,loanPropertyGroupIdentifier,String,Input-Required,The group to which the loan and property belongs. Marked as conditional as this is a required input for Commercial Mortgage Metrics (CMM) when there is more than one loan and one property in the group.
Property Reference,Loan/Property Group,propertyReference,loanPropertyGroupIdentifier,String,Input-Required,The group to which the loan and property belongs. Marked as conditional as this is a required input for Commercial Mortgage Metrics (CMM) when there is more than one loan and one property in the group.
Instrument Reference,Loan/Property Group Description,instrumentReference,loanPropertyGroupDescription,String,Input-Optional,The description of the group to which the loan and property belongs.
Instrument Reference,Loan Accounting System Identifier,instrumentReference,loanAccountingSystemIdentifier,String,,The identifier from the loan accounting system.
Instrument Reference,Entity Identifier,instrumentReference,entityIdentifier,String,Input-Required,"An identifier to uniquely identify each entity. Each entity must have one entity identifier. This value will not change over time and cannot be used as the entity identifier for any other entity. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information."
Instrument Reference,PID,instrumentReference,pid,String,Input-Optional,The Moody's Analytics counterparty identifier.
Instrument Reference,Obligor Name,instrumentReference,obligorName,String,Input-Optional,"The obligated party (bond issuer, borrower, debtor, insurer, etc.) who has an obligation to repay a debt, make a payment, do something, or to refrain from doing something, under the terms of an agreement. For reinsurance receivable, this value is the reinsurer or assuming entity's identifier. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information. Marked as conditional as this input is required for reinsurance receivables and the value is the reinsurer or assuming entity's identifier."
Instrument Reference,Entity Type,instrumentReference,entityType,String,Input-Conditional,"Type that describes the entity. Valid values include Private Firm, Public Firm, Sovereign, Municipality, Supranational, and SME. Unknown is used when the entity type is not known.<br>Marked as conditional to indicate that this is a required input for RiskCalc LGD and to create the scope for determining which Moody's analytics models to use, such as the MA Public Firm TTC to PIT PD Converter, MA Sovereign TTC to PIT PD Converter, and Muni Loss Forecast Model."
Instrument Reference,Description,instrumentReference,description,String,Input-Optional,The description.
Instrument Reference,Portfolio,instrumentReference,portfolioIdentifier,String,Input-Required,"An identifier to identify the portfolio that each instrument belongs. All portfolio data are linked by its portfolio. Example values are CRE, Retail, etc. When marked as conditional, this is an required input if data is provided in the category (such as instrumentCashFlow)."
Instrument Reference,As of Date,instrumentReference,asOfDate,Date,Input-Required,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
Instrument Reference,Instrument Currency,instrumentReference,instrumentCurrency,String,Input-Required,The currency denomination of instruments. Valid values are ISO 4217 currency codes.
Property Reference,Portfolio,propertyReference,portfolioIdentifier,String,Input-Required,"An identifier to identify the portfolio that each instrument belongs. All portfolio data are linked by its portfolio. Example values are CRE, Retail, etc. When marked as conditional, this is an required input if data is provided in the category (such as instrumentCashFlow)."
Property Reference,As of Date,propertyReference,asOfDate,Date,Input-Required,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
Instrument Reference,Company,instrumentReference,company,String,Input-Optional,"The company (branch, holding company, etc.) that this instrument belongs to."
Instrument Reference,Import Source,instrumentReference,importSource,String,Input-Optional,Import source of the data.
Instrument Reference,Issuer,instrumentReference,issuer,String,Input-Optional,The institution who issues the security.
Instrument Reference,Issuer State,instrumentReference,issuerState,String,Input-Conditional,The state or province where the issuer is located. Valid values are 2 letter state abbreviations defined here: https://pe.usps.com/text/pub28/28apb.htm or 2 letter province abbreviations defined here: https://pe.usps.com/text/pub28/28apa_005.htm.<br>Marked as conditional as this is a required input for the MA Muni Loss Forecast model when the CUSIP is not provided.
Instrument Reference,Issuing Agency,instrumentReference,issuingAgency,String,Input-Required,"Indicate that the instrument is issued and guaranteed by the agency. Valid values are: Farm Credit System Financial Assistance Corporation, Federal Farm Credit Banks, Federal Home Loan Banks, Federal Home Loan Mortgage Corporation, Federal National Mortgage Association, Government National Mortgage Association, Small Business Administration, and US Government. If no value is provided, the issuing agency is a Private Label. Marked as conditional as this is required for Commercial Mortgage Metrics if the issuing agency is Federal Home Loan Mortgage Corporation or Federal National Mortgage Association. Marked as conditional as this is required for the disclosure reports."
Instrument Reference,Issue Date,instrumentReference,issueDate,Date,Input-Optional,The issue date of the security. Formatted as yyyy-mm-dd.
Instrument Reference,Deal Name,instrumentReference,dealName,String,Input-Optional,The name of the deal.
Instrument Reference,Deal Update Date,instrumentReference,dealUpdateDate,Date,Input-Optional,The date that the deal snapshot was updated.
Instrument Reference,CUSIP,instrumentReference,cusip,String,Input-Required,"CUSIP is an acronym that refers to Committee on Uniform Security Identification Procedures. It is an alphanumeric value. The nine-digit CUSIP identifies securities. American Bankers Association CUSIP Database provided by S&P Global Market Intelligence LLC. Copyright 2019. All rights reserved. <br> When marked as conditional, this is a required input to lookup up model inputs such as the long term rating, PD, R-squared parameters, etc."
Instrument Reference,ISIN,instrumentReference,isin,String,Input-Required,"The International Securities Identification Number (ISIN) is a code that uniquely identifies a specific securities issue. When marked as conditional, this is a required input to lookup up model inputs such as the long term rating, PD, R-squared parameters, etc."
Instrument Reference,Security Balance Original,instrumentReference,securityBalanceOriginal,Amount,Input-Optional,The original balance of the security expressed in instrument currency.
Instrument Reference,Security Balance Current,instrumentReference,securityBalanceCurrent,Amount,Input-Optional,The current balance of the security at reporting date expressed in instrument currency.
Instrument Reference,Shares,instrumentReference,shares,Decimal,Input-Conditional,"A share is an indivisible unit of capital, expressing the ownership relationship between the company and the shareholder. When marked as conditional, this is a required input for the disclosure reports."
Instrument Reference,Asset Class,instrumentReference,assetClass,String,Input-Optional,Custom attribute for asset class. <br>Contains the FFIEC Code (index 55) value from the the Interagency Loan Data (ILD) file.
