tenantIdentifier,macroeconomicVariableName,macroeconomicVariableDescription,macroeconomicVariableType,macroeconomicVariableUnits,macroeconomicVariableCurrency,macroeconomicVariableFactor,scenarioStudioMnemonics,databuffetMnemonic
moodys,Finland Equity,,,Level,,,FSPI_IFIN,FSTOCKPQ.IFIN
moodys,France Equity,,,Level,,,FSPI_IFRA,FSTOCKPQ.IFRA
moodys,United Kingdom Equity,,,Level,,,FSPI_IGBR,FSTOCKPQ.IGBR
moodys,Greece Equity,,,Level,,,FSPI_IGRC,FSTOCKPQ.IGRC
moodys,Hong Kong Equity,,,Level,,,FSPI_IHKG,FSTOCKPQ.IHKG
moodys,Croatia Equity,,,Level,,,FSPI_IHRV,FSTOCKPQ.IHRV
moodys,Hungary Equity,,,Level,,,FSPI_IHUN,FSTOCKPQ.IHUN
moodys,Indonesia Equity,,,Level,,,FSPI_IIDN,FSTOCKPQ.IIDN
moodys,India Equity,,,Level,,,FSPI_IIND,FSTOCKPQ.IIND
moodys,Ireland Equity,,,Level,,,FSPI_IIRL,FSTOCKPQ.IIRL
moodys,Israel Equity,,,Level,,,FSPI_IISR,FSTOCKPQ.IISR
moodys,Italy Equity,,,Level,,,FSPI_IITA,FSTOCKPQ.IITA
moodys,Jordan Equity,,,Level,,,FSPI_IJOR,FSTOCKPQ.IJOR
moodys,Japan Equity,,,Level,,,FSPI_IJPN,FSTOCKPQ.IJPN
moodys,Kenya Equity,,,Level,,,FSPI_IKEN,FSTOCKPQ.IKEN
moodys,Korea Equity,,,Level,,,FSPI_IKOR,FSTOCKPQ.IKOR
moodys,Kuwait Equity,,,Level,,,FSPI_IKWT,FSTOCKPQ.IKWT
moodys,Lebanon Equity,,,Level,,,FSPI_ILBN,FSTOCKPQ.ILBN
moodys,Lithuania Equity,,,Level,,,FSPI_ILTU,FSTOCKPQ.ILTU
moodys,Luxembourg Equity,,,Level,,,FSPI_ILUX,FSTOCKPQ.ILUX
moodys,Latvia Equity,,,Level,,,FSPI_ILVA,FSTOCKPQ.ILVA
moodys,Mexico Equity,,,Level,,,FSPI_IMEX,FSTOCKPQ.IMEX
moodys,Malta Equity,,,Level,,,FSPI_IMLT,FSTOCKPQ.IMLT
moodys,Malaysia Equity,,,Level,,,FSPI_IMYS,FSTOCKPQ.IMYS
moodys,Nigeria Equity,,,Level,,,FSPI_INGA,FSTOCKPQ.INGA
moodys,Netherlands Equity,,,Level,,,FSPI_INLD,FSTOCKPQ.INLD
moodys,Norway Equity,,,Level,,,FSPI_INOR,FSTOCKPQ.INOR
moodys,New Zealand Equity,,,Level,,,FSPI_INZL,FSTOCKPQ.INZL
moodys,Oman Equity,,,Level,,,FSPI_IOMN,FSTOCKPQ.IOMN
moodys,Peru Equity,,,Level,,,FSPI_IPER,FSTOCKPQ.IPER
moodys,Philippines Equity,,,Level,,,FSPI_IPHL,FSTOCKPQ.IPHL
moodys,Poland Equity,,,Level,,,FSPI_IPOL,FSTOCKPQ.IPOL
moodys,Portugal Equity,,,Level,,,FSPI_IPRT,FSTOCKPQ.IPRT
moodys,Qatar Equity,,,Level,,,FSPI_IQAT,FSTOCKPQ.IQAT
moodys,Romania Equity,,,Level,,,FSPI_IROU,FSTOCKPQ.IROU
moodys,Russian Federation Equity,,,Level,,,FSPI_IRUS,FSTOCKPQ.IRUS
moodys,USA Commercial Property Price Index - Apartment,,,Level,,,,FCPPAPTIQ.IUSA
moodys,Singapore Equity,,,Level,,,FSPI_ISGP,FSTOCKPQ.ISGP
moodys,Slovakia Equity,,,Level,,,FSPI_ISVK,FSTOCKPQ.ISVK
moodys,Slovenia Equity,,,Level,,,FSPI_ISVN,FSTOCKPQ.ISVN
moodys,Sweden Equity,,,Level,,,FSPI_ISWE,FSTOCKPQ.ISWE
moodys,Thailand Equity,,,Level,,,FSPI_ITHA,FSTOCKPQ.ITHA
moodys,Tunisia Equity,,,Level,,,FSPI_ITUN,FSTOCKPQ.ITUN
moodys,Turkey Equity,,,Level,,,FSPI_ITUR,FSTOCKPQ.ITUR
moodys,Taiwan Equity,,,Level,,,FSPI_ITWN,FSTOCKPQ.ITWN
moodys,Ukraine Equity,,,Level,,,FSPI_IUKR,FSTOCKPQ.IUKR
moodys,Venezuela Equity,,,Level,,,FSPI_IVEN,FSTOCKPQ.IVEN
moodys,South Africa Equity,,,Level,,,FSPI_IZAF,FSTOCKPQ.IZAF
moodys,United Kingdom Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IGBR,FRGT10YQ.IGBR
moodys,Ireland Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IIRL,FRGT10YQ.IIRL
moodys,Australia Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IAUS,FRGT10YQ.IAUS
moodys,Germany Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IDEU,FRGT10YQ.IDEU
moodys,France Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IFRA,FRGT10YQ.IFRA
moodys,Netherlands Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_INLD,FRGT10YQ.INLD
moodys,Portugal Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IPRT,FRGT10YQ.IPRT
moodys,Italy Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IITA,FRGT10YQ.IITA
moodys,Spain Treasury 10 Year,,Interest Rate,Percentage,,,FRGT10Y_IESP,FRGT10YQ.IESP
moodys,United Kingdom House Price Index,,,Level,,,FHPL_IGBR,FHPLQ.IGBR
moodys,Ireland House Price Index,,,Level,,,FHPI_IIRL,FHPIQ.IIRL
moodys,Australia House Price Index,,,Level,,,FHPI_IAUS,FHPIQ.IAUS
moodys,Germany House Price Index,,,Level,,,FHPI_IDEU,FHPIQ.IDEU
moodys,France House Price Index,,,Level,,,FHPI_IFRA,FHPIQ.IFRA
moodys,Netherlands House Price Index,,,Level,,,FHPI_INLD,FHPIQ.INLD
moodys,Portugal House Price Index,,,Level,,,FHPI_IPRT,FHPIQ.IPRT
moodys,Itlay House Price Index,,,Level,,,FHPI_IITA,FHPIQ.IITA
moodys,Spain House Price Index,,,Level,,,FHPI_IESP,FHPIQ.IESP
moodys,UK Equity,,,,,,,
moodys,USA Commercial Real Estate Price Index - Apartment,,,Level,,,,FCREPAPTIQ.IUSA
moodys,UK CRE Index,,,,,,,
moodys,UK Unemployment Rate,,,,,,,
moodys,Eurozone LIBOR,,,,,,,
moodys,Canada House Price Index,,,Level,,,FHPIN_ICAN,FHPINQ.ICAN
moodys,Canada BBB Yield,,,,,,,
moodys,Canada Spread,,,,,,,
moodys,Eurozone Spread,,,,,,,
moodys,Thailand Private Consumption (T+1),,,,,,,
moodys,Thailand Export (T+1),,,,,,,
moodys,Thailand Investment (T+1),,,,,,,
moodys,Thailand USD/THB Exchange Rate (T),,,,,,,
moodys,Thailand HPI Combined (T+4),,,,,,,
moodys,Thailand Household Debt over GDP (T+3),,,,,,,
moodys,Thailand MLR (T),,,,,,,
moodys,Thailand SET Index (T),,,,,,,
moodys,UK Spread,,,,,,,
moodys,Japan Industrial Production,,,,,,,
moodys,Japan Long Rate,,,,,,,
moodys,Angola Equity,,,,,,,
moodys,Angola GDP,,,,,,,
moodys,Angola Unemployment Rate,,,,,,,
moodys,Bosnia and Herzegovina Equity,,,,,,,
moodys,Bosnia and Herzegovina GDP,,,,,,,
moodys,Bosnia and Herzegovina Unemployment Rate,,,,,,,
moodys,Democratic Republic of Congo Equity,,,,,,,
moodys,USA House Price Index CoreLogic,,,Level,,,FHCSWHPIQ_US,FHCSWHPIQ.IUSA
moodys,Cyprus Equity,,,Level,,,FSPI_ICYP,FSTOCKPQ.ICYP
moodys,Algeria Equity,,,,,,,
moodys,Ghana Equity,,,,,,,
moodys,Guinea Equity,,,,,,,
moodys,Guinea Unemployment Rate,,,,,,,
moodys,Gambia Equity,,,,,,,
moodys,Gambia Unemployment Rate,,,,,,,
moodys,Iraq Equity,,,,,,,
moodys,Iceland Equity,,,,,,,
moodys,Iceland GDP,,,,,,,
moodys,Iceland Unemployment Rate,,,,,,,
moodys,Cambodia Equity,,,,,,,
moodys,Mozambique Equity,,,,,,,
moodys,Mozambique Unemployment Rate,,,Percentage,,,FLBR_IMOZ,FLBRQ.IMOZ
moodys,Mauritius Equity,,,Level,,,FSPI_IMUS,FSTOCKPQ.IMUS
moodys,Namibia Equity,,,,,,,
moodys,Namibia GDP,,,,,,,
moodys,Namibia Unemployment Rate,,,,,,,
moodys,Senegal Equity,,,Level,,,FSPI_ISEN,FSTOCKPQ.ISEN
moodys,Senegal Unemployment Rate,,,,,,,
moodys,Sierra Leone Equity,,,,,,,
moodys,Sierra Leone Unemployment Rate,,,,,,,
moodys,Serbia Equity,,,,,,,
moodys,Serbia GDP,,,,,,,
moodys,Serbia Unemployment Rate,,,,,,,
moodys,Seychelles Equity,,,,,,,
moodys,Tanzania Equity,,,,,,,
moodys,Uganda Equity,,,Level,,,FSPI_IUGA,FSTOCKPQ.IUGA
moodys,Uganda Unemployment Rate,,,Percentage,,,FLBR_IUGA,FLBRQ.IUGA
moodys,Uruguay Equity,,,,,,,
moodys,Zambia Equity,,,Level,,,FSPI_IZMB,FSTOCKPQ.IZMB
moodys,Zambia Unemployment Rate,,,Level,,,FLBR_IZMB,FLBRQ.IZMB
moodys,Canada Atlantic Provinces Unemployment Rate,,,,,,,
moodys,Canada Alberta Province Unemployment Rate,,,Percentage,,,,
moodys,Canada British Columbia Province Unemployment Rate,,,Percentage,,,,
moodys,Canada Manitoba Province Unemployment Rate,,,Percentage,,,,
moodys,Canada Ontario Province Unemployment Rate,,,Percentage,,,,
moodys,Canada Quebec Province Unemployment Rate,,,Percentage,,,,
moodys,Canada Saskatchewan Province Unemployment Rate,,,Percentage,,,,
moodys,Canada Calgary City Unemployment Rate,,,Percentage,,,,
moodys,Canada Edmonton City Unemployment Rate,,,Percentage,,,,
moodys,Canada Halifax City Unemployment Rate,,,Percentage,,,,
moodys,Canada Hamilton City Unemployment Rate,,,Percentage,,,,
moodys,Canada Montreal City Unemployment Rate,,,Percentage,,,,
moodys,Canada Ottawa-Gatineau City Unemployment Rate,,,Percentage,,,,
moodys,Canada Quebec City Unemployment Rate,,,Percentage,,,,
moodys,Canada Toronto City Unemployment Rate,,,Percentage,,,,
moodys,Canada Vancouver City Unemployment Rate,,,Percentage,,,,
moodys,Canada Victoria City Unemployment Rate,,,Percentage,,,,
moodys,Canada Winnipeg City Unemployment Rate,,,Percentage,,,,
moodys,Canada Atlantic Provinces House Price Index,,,,,,,
moodys,Canada Alberta Province House Price Index,,,Level,,,,
moodys,Canada British Columbia Province House Price Index,,,Level,,,,
moodys,Canada Manitoba Province House Price Index,,,Level,,,,
moodys,Canada Ontario Province House Price Index,,,Level,,,,
moodys,Canada Quebec Province House Price Index,,,Level,,,,
moodys,Canada Saskatchewan Province House Price Index,,,Level,,,,
moodys,Canada Calgary City House Price Index,,,Level,,,,
moodys,Canada Edmonton City House Price Index,,,Level,,,,
moodys,Canada Halifax City House Price Index,,,Level,,,,
moodys,Canada Hamilton City House Price Index,,,Level,,,,
moodys,Canada Montreal City House Price Index,,,Level,,,,
moodys,Canada Ottawa-Gatineau City House Price Index,,,Level,,,,
moodys,Canada Quebec City House Price Index,,,Level,,,,
moodys,Canada Toronto City House Price Index,,,Level,,,,
moodys,Canada Vancouver City House Price Index,,,Level,,,,
moodys,Canada Victoria City House Price Index,,,Level,,,,
moodys,Canada Winnipeg City House Price Index,,,Level,,,,
moodys,Canada Atlantic Provinces GDP,,,,,,,
moodys,Canada Alberta Province GDP,,,Level,CAD,1000000000,,
moodys,Canada British Columbia Province GDP,,,Level,CAD,1000000000,,
moodys,Canada Manitoba Province GDP,,,Level,CAD,1000000000,,
moodys,Canada Ontario Province GDP,,,Level,CAD,1000000000,,
moodys,Canada Quebec Province GDP,,,Level,CAD,1000000000,,
moodys,Canada Saskatchewan Province GDP,,,Level,CAD,1000000000,,
moodys,Canada Calgary City GDP,,,Level,CAD,1000000000,,
moodys,Canada Edmonton City GDP,,,Level,CAD,1000000000,,
moodys,Canada Halifax City GDP,,,Level,CAD,1000000000,,
moodys,Canada Hamilton City GDP,,,Level,CAD,1000000000,,
moodys,Canada Montreal City GDP,,,Level,CAD,1000000000,,
moodys,Canada Ottawa-Gatineau City GDP,,,Level,CAD,1000000000,,
moodys,Canada Quebec City GDP,,,Level,CAD,1000000000,,
moodys,Canada Toronto City GDP,,,Level,CAD,1000000000,,
moodys,Canada Vancouver City GDP,,,Level,CAD,1000000000,,
moodys,Canada Victoria City GDP,,,Level,CAD,1000000000,,
moodys,Canada Winnipeg City GDP,,,Level,CAD,1000000000,,
moodys,USA AL Median House Price,,,Level,USD,1000,FHX1MED_AL,FHX1MED.AL
moodys,USA AK Median House Price,,,Level,USD,1000,FHX1MED_AK,FHX1MED.AK
moodys,USA AZ Median House Price,,,Level,USD,1000,FHX1MED_AZ,FHX1MED.AZ
moodys,USA AR Median House Price,,,Level,USD,1000,FHX1MED_AR,FHX1MED.AR
moodys,USA CA Median House Price,,,Level,USD,1000,FHX1MED_CA,FHX1MED.CA
moodys,USA CO Median House Price,,,Level,USD,1000,FHX1MED_CO,FHX1MED.CO
moodys,USA CT Median House Price,,,Level,USD,1000,FHX1MED_CT,FHX1MED.CT
moodys,USA DE Median House Price,,,Level,USD,1000,FHX1MED_DE,FHX1MED.DE
moodys,USA DC Median House Price,,,Level,USD,1000,FHX1MED_DC,FHX1MED.DC
moodys,USA FL Median House Price,,,Level,USD,1000,FHX1MED_FL,FHX1MED.FL
moodys,USA GA Median House Price,,,Level,USD,1000,FHX1MED_GA,FHX1MED.GA
moodys,USA HI Median House Price,,,Level,USD,1000,FHX1MED_HI,FHX1MED.HI
moodys,USA ID Median House Price,,,Level,USD,1000,FHX1MED_ID,FHX1MED.ID
moodys,USA IL Median House Price,,,Level,USD,1000,FHX1MED_IL,FHX1MED.IL
moodys,USA IN Median House Price,,,Level,USD,1000,FHX1MED_IN,FHX1MED.IN
moodys,USA IA Median House Price,,,Level,USD,1000,FHX1MED_IA,FHX1MED.IA
moodys,USA KS Median House Price,,,Level,USD,1000,FHX1MED_KS,FHX1MED.KS
moodys,USA KY Median House Price,,,Level,USD,1000,FHX1MED_KY,FHX1MED.KY
moodys,USA LA Median House Price,,,Level,USD,1000,FHX1MED_LA,FHX1MED.LA
moodys,USA ME Median House Price,,,Level,USD,1000,FHX1MED_ME,FHX1MED.ME
moodys,USA MD Median House Price,,,Level,USD,1000,FHX1MED_MD,FHX1MED.MD
moodys,USA MA Median House Price,,,Level,USD,1000,FHX1MED_MA,FHX1MED.MA
moodys,USA MI Median House Price,,,Level,USD,1000,FHX1MED_MI,FHX1MED.MI
moodys,USA MN Median House Price,,,Level,USD,1000,FHX1MED_MN,FHX1MED.MN
moodys,USA MS Median House Price,,,Level,USD,1000,FHX1MED_MS,FHX1MED.MS
moodys,USA MO Median House Price,,,Level,USD,1000,FHX1MED_MO,FHX1MED.MO
moodys,USA MT Median House Price,,,Level,USD,1000,FHX1MED_MT,FHX1MED.MT
moodys,USA NE Median House Price,,,Level,USD,1000,FHX1MED_NE,FHX1MED.NE
moodys,USA NV Median House Price,,,Level,USD,1000,FHX1MED_NV,FHX1MED.NV
moodys,USA NH Median House Price,,,Level,USD,1000,FHX1MED_NH,FHX1MED.NH
moodys,USA NJ Median House Price,,,Level,USD,1000,FHX1MED_NJ,FHX1MED.NJ
moodys,USA NM Median House Price,,,Level,USD,1000,FHX1MED_NM,FHX1MED.NM
moodys,USA NY Median House Price,,,Level,USD,1000,FHX1MED_NY,FHX1MED.NY
moodys,USA NC Median House Price,,,Level,USD,1000,FHX1MED_NC,FHX1MED.NC
moodys,USA ND Median House Price,,,Level,USD,1000,FHX1MED_ND,FHX1MED.ND
moodys,USA OH Median House Price,,,Level,USD,1000,FHX1MED_OH,FHX1MED.OH
moodys,USA OK Median House Price,,,Level,USD,1000,FHX1MED_OK,FHX1MED.OK
moodys,USA OR Median House Price,,,Level,USD,1000,FHX1MED_OR,FHX1MED.OR
moodys,USA PA Median House Price,,,Level,USD,1000,FHX1MED_PA,FHX1MED.PA
moodys,USA RI Median House Price,,,Level,USD,1000,FHX1MED_RI,FHX1MED.RI
moodys,USA SC Median House Price,,,Level,USD,1000,FHX1MED_SC,FHX1MED.SC
moodys,USA SD Median House Price,,,Level,USD,1000,FHX1MED_SD,FHX1MED.SD
moodys,USA TN Median House Price,,,Level,USD,1000,FHX1MED_TN,FHX1MED.TN
moodys,USA TX Median House Price,,,Level,USD,1000,FHX1MED_TX,FHX1MED.TX
moodys,USA UT Median House Price,,,Level,USD,1000,FHX1MED_UT,FHX1MED.UT
moodys,USA VT Median House Price,,,Level,USD,1000,FHX1MED_VT,FHX1MED.VT
moodys,USA VA Median House Price,,,Level,USD,1000,FHX1MED_VA,FHX1MED.VA
moodys,USA WA Median House Price,,,Level,USD,1000,FHX1MED_WA,FHX1MED.WA
moodys,USA WV Median House Price,,,Level,USD,1000,FHX1MED_WV,FHX1MED.WV
moodys,USA WI Median House Price,,,Level,USD,1000,FHX1MED_WI,FHX1MED.WI
moodys,USA WY Median House Price,,,Level,USD,1000,FHX1MED_WY,FHX1MED.WY
moodys,USA PR Median House Price,,,Level,USD,1000,FHX1MED_PR,FHX1MED.PR
moodys,USA AL Unemployment Rate,,,Percentage,,,FLBR_AL,FLBR.AL
moodys,USA AK Unemployment Rate,,,Percentage,,,FLBR_AK,FLBR.AK
moodys,USA AZ Unemployment Rate,,,Percentage,,,FLBR_AZ,FLBR.AZ
moodys,USA AR Unemployment Rate,,,Percentage,,,FLBR_AR,FLBR.AR
moodys,USA CA Unemployment Rate,,,Percentage,,,FLBR_CA,FLBR.CA
moodys,USA CO Unemployment Rate,,,Percentage,,,FLBR_CO,FLBR.CO
moodys,USA CT Unemployment Rate,,,Percentage,,,FLBR_CT,FLBR.CT
moodys,USA DE Unemployment Rate,,,Percentage,,,FLBR_DE,FLBR.DE
moodys,USA DC Unemployment Rate,,,Percentage,,,FLBR_DC,FLBR.DC
moodys,USA FL Unemployment Rate,,,Percentage,,,FLBR_FL,FLBR.FL
moodys,USA GA Unemployment Rate,,,Percentage,,,FLBR_GA,FLBR.GA
moodys,USA HI Unemployment Rate,,,Percentage,,,FLBR_HI,FLBR.HI
moodys,USA ID Unemployment Rate,,,Percentage,,,FLBR_ID,FLBR.ID
moodys,USA IL Unemployment Rate,,,Percentage,,,FLBR_IL,FLBR.IL
moodys,USA IN Unemployment Rate,,,Percentage,,,FLBR_IN,FLBR.IN
moodys,USA IA Unemployment Rate,,,Percentage,,,FLBR_IA,FLBR.IA
moodys,USA KS Unemployment Rate,,,Percentage,,,FLBR_KS,FLBR.KS
moodys,USA KY Unemployment Rate,,,Percentage,,,FLBR_KY,FLBR.KY
moodys,USA LA Unemployment Rate,,,Percentage,,,FLBR_LA,FLBR.LA
moodys,USA ME Unemployment Rate,,,Percentage,,,FLBR_ME,FLBR.ME
moodys,USA MD Unemployment Rate,,,Percentage,,,FLBR_MD,FLBR.MD
moodys,USA MA Unemployment Rate,,,Percentage,,,FLBR_MA,FLBR.MA
moodys,USA MI Unemployment Rate,,,Percentage,,,FLBR_MI,FLBR.MI
moodys,USA MN Unemployment Rate,,,Percentage,,,FLBR_MN,FLBR.MN
moodys,USA MS Unemployment Rate,,,Percentage,,,FLBR_MS,FLBR.MS
moodys,USA MO Unemployment Rate,,,Percentage,,,FLBR_MO,FLBR.MO
moodys,USA MT Unemployment Rate,,,Percentage,,,FLBR_MT,FLBR.MT
moodys,USA NE Unemployment Rate,,,Percentage,,,FLBR_NE,FLBR.NE
moodys,USA NV Unemployment Rate,,,Percentage,,,FLBR_NV,FLBR.NV
moodys,USA NH Unemployment Rate,,,Percentage,,,FLBR_NH,FLBR.NH
moodys,USA NJ Unemployment Rate,,,Percentage,,,FLBR_NJ,FLBR.NJ
moodys,USA NM Unemployment Rate,,,Percentage,,,FLBR_NM,FLBR.NM
moodys,USA NY Unemployment Rate,,,Percentage,,,FLBR_NY,FLBR.NY
moodys,USA NC Unemployment Rate,,,Percentage,,,FLBR_NC,FLBR.NC
moodys,USA ND Unemployment Rate,,,Percentage,,,FLBR_ND,FLBR.ND
moodys,USA OH Unemployment Rate,,,Percentage,,,FLBR_OH,FLBR.OH
moodys,USA OK Unemployment Rate,,,Percentage,,,FLBR_OK,FLBR.OK
moodys,USA OR Unemployment Rate,,,Percentage,,,FLBR_OR,FLBR.OR
moodys,USA PA Unemployment Rate,,,Percentage,,,FLBR_PA,FLBR.PA
moodys,USA RI Unemployment Rate,,,Percentage,,,FLBR_RI,FLBR.RI
moodys,USA SC Unemployment Rate,,,Percentage,,,FLBR_SC,FLBR.SC
moodys,USA SD Unemployment Rate,,,Percentage,,,FLBR_SD,FLBR.SD
moodys,USA TN Unemployment Rate,,,Percentage,,,FLBR_TN,FLBR.TN
moodys,USA TX Unemployment Rate,,,Percentage,,,FLBR_TX,FLBR.TX
moodys,USA UT Unemployment Rate,,,Percentage,,,FLBR_UT,FLBR.UT
moodys,USA VT Unemployment Rate,,,Percentage,,,FLBR_VT,FLBR.VT
moodys,USA VA Unemployment Rate,,,Percentage,,,FLBR_VA,FLBR.VA
moodys,USA WA Unemployment Rate,,,Percentage,,,FLBR_WA,FLBR.WA
moodys,USA WV Unemployment Rate,,,Percentage,,,FLBR_WV,FLBR.WV
moodys,USA WI Unemployment Rate,,,Percentage,,,FLBR_WI,FLBR.WI
moodys,USA WY Unemployment Rate,,,Percentage,,,FLBR_WY,FLBR.WY
moodys,USA PR Unemployment Rate,,,Percentage,,,FLBR_PR,FLBR.PR
moodys,USA AL Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_AL)),(ANNPCT(FGDP$.AL))
moodys,USA AK Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_AK)),(ANNPCT(FGDP$.AK))
moodys,USA AZ Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_AZ)),(ANNPCT(FGDP$.AZ))
moodys,USA AR Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_AR)),(ANNPCT(FGDP$.AR))
moodys,USA CA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_CA)),(ANNPCT(FGDP$.CA))
moodys,USA CO Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_CO)),(ANNPCT(FGDP$.CO))
moodys,USA CT Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_CT)),(ANNPCT(FGDP$.CT))
moodys,USA DE Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_DE)),(ANNPCT(FGDP$.DE))
moodys,USA DC Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_DC)),(ANNPCT(FGDP$.DC))
moodys,USA FL Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_FL)),(ANNPCT(FGDP$.FL))
moodys,USA GA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_GA)),(ANNPCT(FGDP$.GA))
moodys,USA HI Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_HI)),(ANNPCT(FGDP$.HI))
moodys,USA ID Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_ID)),(ANNPCT(FGDP$.ID))
moodys,USA IL Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_IL)),(ANNPCT(FGDP$.IL))
moodys,USA IN Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_IN)),(ANNPCT(FGDP$.IN))
moodys,USA IA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_IA)),(ANNPCT(FGDP$.IA))
moodys,USA KS Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_KS)),(ANNPCT(FGDP$.KS))
moodys,USA KY Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_KY)),(ANNPCT(FGDP$.KY))
moodys,USA LA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_LA)),(ANNPCT(FGDP$.LA))
moodys,USA ME Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_ME)),(ANNPCT(FGDP$.ME))
moodys,USA MD Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MD)),(ANNPCT(FGDP$.MD))
moodys,USA MA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MA)),(ANNPCT(FGDP$.MA))
moodys,USA MI Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MI)),(ANNPCT(FGDP$.MI))
moodys,USA MN Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MN)),(ANNPCT(FGDP$.MN))
moodys,USA MS Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MS)),(ANNPCT(FGDP$.MS))
moodys,USA MO Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MO)),(ANNPCT(FGDP$.MO))
moodys,USA MT Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_MT)),(ANNPCT(FGDP$.MT))
moodys,USA NE Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NE)),(ANNPCT(FGDP$.NE))
moodys,USA NV Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NV)),(ANNPCT(FGDP$.NV))
moodys,USA NH Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NH)),(ANNPCT(FGDP$.NH))
moodys,USA NJ Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NJ)),(ANNPCT(FGDP$.NJ))
moodys,USA NM Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NM)),(ANNPCT(FGDP$.NM))
moodys,USA NY Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NY)),(ANNPCT(FGDP$.NY))
moodys,USA NC Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_NC)),(ANNPCT(FGDP$.NC))
moodys,USA ND Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_ND)),(ANNPCT(FGDP$.ND))
moodys,USA OH Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_OH)),(ANNPCT(FGDP$.OH))
moodys,USA OK Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_OK)),(ANNPCT(FGDP$.OK))
moodys,USA OR Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_OR)),(ANNPCT(FGDP$.OR))
moodys,USA PA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_PA)),(ANNPCT(FGDP$.PA))
moodys,USA RI Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_RI)),(ANNPCT(FGDP$.RI))
moodys,USA SC Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_SC)),(ANNPCT(FGDP$.SC))
moodys,USA SD Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_SD)),(ANNPCT(FGDP$.SD))
moodys,USA TN Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_TN)),(ANNPCT(FGDP$.TN))
moodys,USA TX Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_TX)),(ANNPCT(FGDP$.TX))
moodys,USA UT Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_UT)),(ANNPCT(FGDP$.UT))
moodys,USA VT Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_VT)),(ANNPCT(FGDP$.VT))
moodys,USA VA Real GDP Growth,,,Percentage,,,(ANNPCT(FGDP$Q_VA)),(ANNPCT(FGDP$.VA))
